Timestamp_Shimmer;Skin_Conductance;Skin_Resistance;PPG_A13
5.293.929.443.359.370;15.900.243.774.808.200;628.921.175.148.499;36.776.556.776.556.700
5.294.929.504.394.530;15.905.349.006.394.300;6.287.193.066.923.440;36.776.556.776.556.700
5.295.929.565.429.680;15.915.559.469.566.400;6.283.159.582.999.190;367.032.967.032.967
5.296.929.626.464.840;15.925.769.932.738.500;62.791.312.710.370.200;367.032.967.032.967
52.979.296.875;15.941.085.627.496.700;62.730.984.787.830.200;367.032.967.032.967
5.298.929.748.535.150;15.966.611.785.427.100;6.263.069.544.364.500;367.032.967.032.967
5.299.929.809.570.310;15.992.137.943.357.400;6.253.072.625.698.320;36.630.036.630.036.600
5.300.929.870.605.460;1.602.787.456.445.990;6.239.130.434.782.600;36.630.036.630.036.600
5.301.929.931.640.620;16.058.505.953.976.300;6.227.229.375.298.040;36.630.036.630.036.600
5.302.929.992.675.780;1.609.934.780.666.480;6.211.431.742.508.320;367.032.967.032.967
5.303.930.053.710.930;16.135.084.427.767.300;619.767.441.860.465;36.630.036.630.036.600
5.304.930.114.746.090;16.186.136.743.628.000;6.178.126.478.473.420;3.641.025.641.025.640
530.593.017.578.125;16.232.083.827.902.600;6.160.638.465.167.470;3.648.351.648.351.640
5.306.930.236.816.400;1.628.824.137.534.930;6.139.398.213.446.160;3.648.351.648.351.640
5.307.930.297.851.560;1.633.929.369.121.000;6.120.215.591.313.850;3.648.351.648.351.640
5.308.930.358.886.710;16.395.451.238.656.800;6.099.252.685.660.900;36.556.776.556.776.500
5.309.930.419.921.870;1.644.650.355.451.740;6.080.319.726.835.320;3.641.025.641.025.640
5.310.930.480.957.030;16.502.661.101.964.200;6.059.628.770.301.620;3.648.351.648.351.640
5.311.930.541.992.180;1.655.371.341.782.490;6.040.940.632.228.210;36.849.816.849.816.800
5.312.930.603.027.340;16.604.765.733.685.500;60.223.674.096.848.500;3.641.025.641.025.640
53.139.306.640.625;16.655.818.049.546.200;6.003.908.045.977.010;3.641.025.641.025.640
5.314.930.725.097.650;16.711.975.596.993.000;5.983.733.007.484.340;36.556.776.556.776.500
5.315.930.786.132.810;16.763.027.912.853.600;5.965.509.365.006.850;36.556.776.556.776.500
5.316.930.847.167.960;16.747.763.016.419.700;597.094.668.117.519;3.648.351.648.351.640
5.317.930.908.203.120;16.747.763.016.419.700;597.094.668.117.519;35.531.135.531.135.500
5.318.930.969.238.280;16.820.658.611.703.300;5.945.070.422.535.210;35.604.395.604.395.600
5.319.931.030.273.430;16.820.658.611.703.300;5.945.070.422.535.210;35.604.395.604.395.600
5.320.931.091.308.590;16.893.554.206.987.000;5.919.417.475.728.150;3.509.157.509.157.500
532.193.115.234.375;1.693.000.200.462.880;5.906.673.842.841.760;35.604.395.604.395.600
5.322.931.213.378.900;17.002.897.599.912.500;5.881.350.482.315.110;36.190.476.190.476.100
5.323.931.274.414.060;17.002.897.599.912.500;5.881.350.482.315.110;35.531.135.531.135.500
5.324.931.335.449.210;1.707.579.319.519.610;5.856.243.329.775.880;35.531.135.531.135.500
5.325.931.396.484.370;17.112.240.992.838.000;5.843.769.968.051.110;35.531.135.531.135.500
5.326.931.457.519.530;17.112.240.992.838.000;5.843.769.968.051.110;35.238.095.238.095.200
5.327.931.518.554.680;17.148.688.790.479.800;58.313.496.280.552.600;35.238.095.238.095.200
5.328.931.579.589.840;17.185.136.588.121.600;58.189.819.724.284.200;35.238.095.238.095.200
5.329.931.640.625;1.722.158.438.576.340;5.806.666.666.666.660;35.164.835.164.835.100
5.330.931.701.660.150;1.722.158.438.576.340;5.806.666.666.666.660;35.164.835.164.835.100
5.331.931.762.695.310;17.258.032.183.405.300;57.944.033.790.918.600;35.238.095.238.095.200
5.332.931.823.730.460;17.258.032.183.405.300;57.944.033.790.918.600;35.164.835.164.835.100
5.333.931.884.765.620;17.258.032.183.405.300;57.944.033.790.918.600;3.509.157.509.157.500
5.334.931.945.800.780;17.294.479.981.047.100;5.782.191.780.821.910;35.164.835.164.835.100
5.335.932.006.835.930;17.294.479.981.047.100;5.782.191.780.821.910;3.509.157.509.157.500
5.336.932.067.871.090;17.294.479.981.047.100;5.782.191.780.821.910;3.509.157.509.157.500
533.793.212.890.625;1.733.092.777.868.890;57.700.315.457.413.200;35.164.835.164.835.100
5.338.932.189.941.400;17.294.479.981.047.100;5.782.191.780.821.910;35.164.835.164.835.100
5.339.932.250.976.560;1.733.092.777.868.890;57.700.315.457.413.200;35.018.315.018.315.000
5.340.932.312.011.710;17.367.375.576.330.700;5.757.922.350.472.190;3.509.157.509.157.500
5.341.932.373.046.870;1.733.092.777.868.890;57.700.315.457.413.200;35.018.315.018.315.000
5.342.932.434.082.030;1.733.092.777.868.890;57.700.315.457.413.200;35.018.315.018.315.000
5.343.932.495.117.180;17.367.375.576.330.700;5.757.922.350.472.190;34.945.054.945.054.900
5.344.932.556.152.340;17.367.375.576.330.700;5.757.922.350.472.190;34.945.054.945.054.900
53.459.326.171.875;17.367.375.576.330.700;5.757.922.350.472.190;34.945.054.945.054.900
5.346.932.678.222.650;17.367.375.576.330.700;5.757.922.350.472.190;34.945.054.945.054.900
5.347.932.739.257.810;17.403.823.373.972.600;574.586.387.434.555;3.487.179.487.179.480
5.348.932.800.292.960;17.367.375.576.330.700;5.757.922.350.472.190;34.945.054.945.054.900
5.349.932.861.328.120;17.403.823.373.972.600;574.586.387.434.555;34.798.534.798.534.700
5.350.932.922.363.280;17.403.823.373.972.600;574.586.387.434.555;34.945.054.945.054.900
5.351.932.983.398.430;1.744.027.117.161.440;5.733.855.799.373.040;3.487.179.487.179.480
5.352.933.044.433.590;17.403.823.373.972.600;574.586.387.434.555;3.487.179.487.179.480
535.393.310.546.875;17.403.823.373.972.600;574.586.387.434.555;3.487.179.487.179.480
5.354.933.166.503.900;1.744.027.117.161.440;5.733.855.799.373.040;34.798.534.798.534.700
5.355.933.227.539.060;17.403.823.373.972.600;574.586.387.434.555;34.798.534.798.534.700
5.356.933.288.574.210;1.744.027.117.161.440;5.733.855.799.373.040;3.472.527.472.527.470
5.357.933.349.609.370;1.744.027.117.161.440;5.733.855.799.373.040;34.798.534.798.534.700
5.358.933.410.644.530;1.744.027.117.161.440;5.733.855.799.373.040;3.472.527.472.527.470
5.359.933.471.679.680;1.744.027.117.161.440;5.733.855.799.373.040;3.472.527.472.527.470
5.360.933.532.714.840;17.476.718.969.256.200;5.721.897.810.218.970;3.472.527.472.527.470
536.193.359.375;17.476.718.969.256.200;5.721.897.810.218.970;3.472.527.472.527.470
5.362.933.654.785.150;17.476.718.969.256.200;5.721.897.810.218.970;3.465.201.465.201.460
5.363.933.715.820.310;17.513.166.766.898.100;57.099.895.941.727.300;3.465.201.465.201.460
5.364.933.776.855.460;17.513.166.766.898.100;57.099.895.941.727.300;3.465.201.465.201.460
5.365.933.837.890.620;17.513.166.766.898.100;57.099.895.941.727.300;3.472.527.472.527.470
5.366.933.898.925.780;17.549.614.564.539.900;5.698.130.841.121.490;3.465.201.465.201.460
5.367.933.959.960.930;17.549.614.564.539.900;5.698.130.841.121.490;34.505.494.505.494.500
5.368.934.020.996.090;17.549.614.564.539.900;5.698.130.841.121.490;34.505.494.505.494.500
536.993.408.203.125;17.549.614.564.539.900;5.698.130.841.121.490;34.578.754.578.754.500
5.370.934.143.066.400;1.758.606.236.218.170;5.686.321.243.523.310;34.505.494.505.494.500
5.371.934.204.101.560;1.758.606.236.218.170;5.686.321.243.523.310;34.505.494.505.494.500
5.372.934.265.136.710;1.758.606.236.218.170;5.686.321.243.523.310;3.443.223.443.223.440
5.373.934.326.171.870;1.762.251.015.982.350;567.456.049.638.056;34.505.494.505.494.500
5.374.934.387.207.030;1.762.251.015.982.350;567.456.049.638.056;3.443.223.443.223.440
5.375.934.448.242.180;17.658.957.957.465.400;5.662.848.297.213.620;3.435.897.435.897.430
5.376.934.509.277.340;17.658.957.957.465.400;5.662.848.297.213.620;3.443.223.443.223.440
53.779.345.703.125;17.658.957.957.465.400;5.662.848.297.213.620;3.443.223.443.223.440
5.378.934.631.347.650;17.658.957.957.465.400;5.662.848.297.213.620;3.435.897.435.897.430
5.379.934.692.382.810;17.695.405.755.107.200;56.511.843.460.350.100;3.443.223.443.223.440
5.380.934.753.417.960;17.695.405.755.107.200;56.511.843.460.350.100;3.435.897.435.897.430
5.381.934.814.453.120;17.695.405.755.107.200;56.511.843.460.350.100;3.435.897.435.897.430
5.382.934.875.488.280;17.695.405.755.107.200;56.511.843.460.350.100;34.285.714.285.714.200
5.383.934.936.523.430;17.731.853.552.749.000;56.395.683.453.237.400;34.285.714.285.714.200
5.384.934.997.558.590;17.695.405.755.107.200;56.511.843.460.350.100;34.285.714.285.714.200
538.593.505.859.375;17.731.853.552.749.000;56.395.683.453.237.400;34.285.714.285.714.200
5.386.935.119.628.900;177.683.013.503.909;5.628.000.000.000.000;3.421.245.421.245.420
5.387.935.180.664.060;177.683.013.503.909;5.628.000.000.000.000;34.285.714.285.714.200
5.388.935.241.699.210;17.731.853.552.749.000;56.395.683.453.237.400;3.421.245.421.245.420
5.389.935.302.734.370;177.683.013.503.909;5.628.000.000.000.000;34.285.714.285.714.200
5.390.935.363.769.530;177.683.013.503.909;5.628.000.000.000.000;3.421.245.421.245.420
5.391.935.424.804.680;17.804.749.148.032.700;5.616.479.017.400.200;3.421.245.421.245.420
5.392.935.485.839.840;177.683.013.503.909;5.628.000.000.000.000;3.421.245.421.245.420
5.393.935.546.875;177.683.013.503.909;5.628.000.000.000.000;3.413.919.413.919.410
5.394.935.607.910.150;177.683.013.503.909;5.628.000.000.000.000;3.421.245.421.245.420
5.395.935.668.945.310;177.683.013.503.909;5.628.000.000.000.000;3.421.245.421.245.420
5.396.935.729.980.460;177.683.013.503.909;5.628.000.000.000.000;3.421.245.421.245.420
5.397.935.791.015.620;17.731.853.552.749.000;56.395.683.453.237.400;3.413.919.413.919.410
5.398.935.852.050.780;177.683.013.503.909;5.628.000.000.000.000;3.406.593.406.593.400
5.399.935.913.085.930;17.731.853.552.749.000;56.395.683.453.237.400;3.406.593.406.593.400
5.400.935.974.121.090;177.683.013.503.909;5.628.000.000.000.000;3.413.919.413.919.410
540.193.603.515.625;17.731.853.552.749.000;56.395.683.453.237.400;3.413.919.413.919.410
5.402.936.096.191.400;177.683.013.503.909;5.628.000.000.000.000;3.413.919.413.919.410
5.403.936.157.226.560;17.731.853.552.749.000;56.395.683.453.237.400;3.406.593.406.593.400
5.404.936.218.261.710;17.731.853.552.749.000;56.395.683.453.237.400;3.399.267.399.267.390
5.405.936.279.296.870;17.731.853.552.749.000;56.395.683.453.237.400;3.399.267.399.267.390
5.406.936.340.332.030;177.683.013.503.909;5.628.000.000.000.000;3.399.267.399.267.390
5.407.936.401.367.180;17.731.853.552.749.000;56.395.683.453.237.400;3.399.267.399.267.390
5.408.936.462.402.340;177.683.013.503.909;5.628.000.000.000.000;3.406.593.406.593.400
54.099.365.234.375;17.731.853.552.749.000;56.395.683.453.237.400;33.919.413.919.413.900
5.410.936.584.472.650;17.731.853.552.749.000;56.395.683.453.237.400;3.399.267.399.267.390
5.411.936.645.507.810;17.731.853.552.749.000;56.395.683.453.237.400;33.919.413.919.413.900
5.412.936.706.542.960;17.695.405.755.107.200;56.511.843.460.350.100;33.919.413.919.413.900
5.413.936.767.578.120;17.695.405.755.107.200;56.511.843.460.350.100;33.846.153.846.153.800
5.414.936.828.613.280;17.658.957.957.465.400;5.662.848.297.213.620;33.626.373.626.373.600
5.415.936.889.648.430;17.695.405.755.107.200;56.511.843.460.350.100;33.919.413.919.413.900
5.416.936.950.683.590;17.695.405.755.107.200;56.511.843.460.350.100;33.919.413.919.413.900
541.793.701.171.875;17.658.957.957.465.400;5.662.848.297.213.620;33.919.413.919.413.900
5.418.937.072.753.900;17.658.957.957.465.400;5.662.848.297.213.620;33.919.413.919.413.900
5.419.937.133.789.060;17.658.957.957.465.400;5.662.848.297.213.620;3.399.267.399.267.390
5.420.937.194.824.210;17.658.957.957.465.400;5.662.848.297.213.620;33.919.413.919.413.900
5.421.937.255.859.370;17.658.957.957.465.400;5.662.848.297.213.620;336.996.336.996.337
5.422.937.316.894.530;1.762.251.015.982.350;567.456.049.638.056;33.846.153.846.153.800
5.423.937.377.929.680;17.658.957.957.465.400;5.662.848.297.213.620;3.311.355.311.355.310
5.424.937.438.964.840;17.658.957.957.465.400;5.662.848.297.213.620;3.377.289.377.289.370
542593.75;17.658.957.957.465.400;5.662.848.297.213.620;33.846.153.846.153.800
5.426.937.561.035.150;1.758.606.236.218.170;5.686.321.243.523.310;3.377.289.377.289.370
5.427.937.622.070.310;1.762.251.015.982.350;567.456.049.638.056;3.377.289.377.289.370
5.428.937.683.105.460;1.762.251.015.982.350;567.456.049.638.056;33.260.073.260.073.200
5.429.937.744.140.620;1.762.251.015.982.350;567.456.049.638.056;3.377.289.377.289.370
5.430.937.805.175.780;17.658.957.957.465.400;5.662.848.297.213.620;336.996.336.996.337
5.431.937.866.210.930;17.658.957.957.465.400;5.662.848.297.213.620;33.626.373.626.373.600
5.432.937.927.246.090;1.762.251.015.982.350;567.456.049.638.056;3.377.289.377.289.370
543.393.798.828.125;17.658.957.957.465.400;5.662.848.297.213.620;3.377.289.377.289.370
5.434.938.049.316.400;1.762.251.015.982.350;567.456.049.638.056;336.996.336.996.337
5.435.938.110.351.560;17.658.957.957.465.400;5.662.848.297.213.620;33.626.373.626.373.600
5.436.938.171.386.710;17.658.957.957.465.400;5.662.848.297.213.620;336.996.336.996.337
5.437.938.232.421.870;1.762.251.015.982.350;567.456.049.638.056;336.996.336.996.337
5.438.938.293.457.030;17.658.957.957.465.400;5.662.848.297.213.620;336.996.336.996.337
5.439.938.354.492.180;1.762.251.015.982.350;567.456.049.638.056;336.996.336.996.337
5.440.938.415.527.340;17.658.957.957.465.400;5.662.848.297.213.620;336.996.336.996.337
54.419.384.765.625;1.762.251.015.982.350;567.456.049.638.056;33.626.373.626.373.600
5.442.938.537.597.650;1.762.251.015.982.350;567.456.049.638.056;33.553.113.553.113.500
5.443.938.598.632.810;1.762.251.015.982.350;567.456.049.638.056;336.996.336.996.337
5.444.938.659.667.960;1.762.251.015.982.350;567.456.049.638.056;33.626.373.626.373.600
5.445.938.720.703.120;1.762.251.015.982.350;567.456.049.638.056;33.626.373.626.373.600
5.446.938.781.738.280;1.758.606.236.218.170;5.686.321.243.523.310;33.626.373.626.373.600
5.447.938.842.773.430;1.758.606.236.218.170;5.686.321.243.523.310;33.626.373.626.373.600
5.448.938.903.808.590;1.762.251.015.982.350;567.456.049.638.056;33.626.373.626.373.600
544.993.896.484.375;1.758.606.236.218.170;5.686.321.243.523.310;33.626.373.626.373.600
5.450.939.025.878.900;1.758.606.236.218.170;5.686.321.243.523.310;33.553.113.553.113.500
5.451.939.086.914.060;17.549.614.564.539.900;5.698.130.841.121.490;33.626.373.626.373.600
5.452.939.147.949.210;17.549.614.564.539.900;5.698.130.841.121.490;33.626.373.626.373.600
5.453.939.208.984.370;17.549.614.564.539.900;5.698.130.841.121.490;33.553.113.553.113.500
5.454.939.270.019.530;17.549.614.564.539.900;5.698.130.841.121.490;33.626.373.626.373.600
5.455.939.331.054.680;17.513.166.766.898.100;57.099.895.941.727.300;33.553.113.553.113.500
5.456.939.392.089.840;17.476.718.969.256.200;5.721.897.810.218.970;33.553.113.553.113.500
5.457.939.453.125;17.513.166.766.898.100;57.099.895.941.727.300;33.553.113.553.113.500
5.458.939.514.160.150;17.476.718.969.256.200;5.721.897.810.218.970;33.553.113.553.113.500
5.459.939.575.195.310;17.513.166.766.898.100;57.099.895.941.727.300;3.347.985.347.985.340
5.460.939.636.230.460;17.476.718.969.256.200;5.721.897.810.218.970;33.553.113.553.113.500
5.461.939.697.265.620;17.403.823.373.972.600;574.586.387.434.555;3.377.289.377.289.370
5.462.939.758.300.780;1.744.027.117.161.440;5.733.855.799.373.040;3.347.985.347.985.340
5.463.939.819.335.930;17.403.823.373.972.600;574.586.387.434.555;334.065.934.065.934
5.464.939.880.371.090;17.403.823.373.972.600;574.586.387.434.555;334.065.934.065.934
546.593.994.140.625;17.403.823.373.972.600;574.586.387.434.555;3.347.985.347.985.340
5.466.940.002.441.400;17.367.375.576.330.700;5.757.922.350.472.190;33.553.113.553.113.500
5.467.940.063.476.560;17.367.375.576.330.700;5.757.922.350.472.190;3.347.985.347.985.340
5.468.940.124.511.710;17.367.375.576.330.700;5.757.922.350.472.190;3.347.985.347.985.340
5.469.940.185.546.870;1.733.092.777.868.890;57.700.315.457.413.200;3.347.985.347.985.340
5.470.940.246.582.030;1.733.092.777.868.890;57.700.315.457.413.200;3.347.985.347.985.340
5.471.940.307.617.180;17.294.479.981.047.100;5.782.191.780.821.910;334.065.934.065.934
5.472.940.368.652.340;17.294.479.981.047.100;5.782.191.780.821.910;334.065.934.065.934
54.739.404.296.875;17.258.032.183.405.300;57.944.033.790.918.600;3.333.333.333.333.330
5.474.940.490.722.650;17.294.479.981.047.100;5.782.191.780.821.910;3.347.985.347.985.340
5.475.940.551.757.810;17.258.032.183.405.300;57.944.033.790.918.600;3.333.333.333.333.330
5.476.940.612.792.960;17.258.032.183.405.300;57.944.033.790.918.600;334.065.934.065.934
5.477.940.673.828.120;17.258.032.183.405.300;57.944.033.790.918.600;334.065.934.065.934
5.478.940.734.863.280;17.185.136.588.121.600;58.189.819.724.284.200;334.065.934.065.934
5.479.940.795.898.430;1.722.158.438.576.340;5.806.666.666.666.660;334.065.934.065.934
5.480.940.856.933.590;1.722.158.438.576.340;5.806.666.666.666.660;33.260.073.260.073.200
548.194.091.796.875;17.185.136.588.121.600;58.189.819.724.284.200;33.919.413.919.413.900
5.482.940.979.003.900;17.185.136.588.121.600;58.189.819.724.284.200;33.260.073.260.073.200
5.483.941.040.039.060;17.148.688.790.479.800;58.313.496.280.552.600;3.333.333.333.333.330
5.484.941.101.074.210;17.148.688.790.479.800;58.313.496.280.552.600;3.333.333.333.333.330
5.485.941.162.109.370;17.112.240.992.838.000;5.843.769.968.051.110;3.333.333.333.333.330
5.486.941.223.144.530;17.112.240.992.838.000;5.843.769.968.051.110;3.333.333.333.333.330
5.487.941.284.179.680;17.112.240.992.838.000;5.843.769.968.051.110;33.626.373.626.373.600
5.488.941.345.214.840;1.707.579.319.519.610;5.856.243.329.775.880;3.333.333.333.333.330
548.994.140.625;1.707.579.319.519.610;5.856.243.329.775.880;33.186.813.186.813.100
5.490.941.467.285.150;17.039.345.397.554.300;58.687.700.534.759.300;3.347.985.347.985.340
5.491.941.528.320.310;17.039.345.397.554.300;58.687.700.534.759.300;3.347.985.347.985.340
5.492.941.589.355.460;17.039.345.397.554.300;58.687.700.534.759.300;33.553.113.553.113.500
5.493.941.650.390.620;17.039.345.397.554.300;58.687.700.534.759.300;33.553.113.553.113.500
5.494.941.711.425.780;17.002.897.599.912.500;5.881.350.482.315.110;3.347.985.347.985.340
5.495.941.772.460.930;17.002.897.599.912.500;5.881.350.482.315.110;33.553.113.553.113.500
5.496.941.833.496.090;16.966.449.802.270.600;5.893.984.962.406.010;3.333.333.333.333.330
549.794.189.453.125;16.966.449.802.270.600;5.893.984.962.406.010;3.347.985.347.985.340
5.498.941.955.566.400;1.693.000.200.462.880;5.906.673.842.841.760;3.347.985.347.985.340
5.499.942.016.601.560;1.693.000.200.462.880;5.906.673.842.841.760;334.065.934.065.934
5.500.942.077.636.710;1.693.000.200.462.880;5.906.673.842.841.760;3.333.333.333.333.330
